question,sentence,label
有没有任何渗透的迹象？,立直胸部正位观察：肺部清晰，无局部阴影。,entailment
肺部有任何新的浸润物的证据吗？,印象：双侧通气改善。,entailment
在腹部有任何异常充液的肿块吗？,识别到了[**Name10 (NameIs)**]的肝脏局部病变。,entailment
静脉映射完成了吗？,左侧头静脉在左侧肘窝区域显示了充盈缺损，这与部分性血栓形成相一致。,not_entailment
有肺气胸的证据吗？,没有肺水肿或肺炎的证据。,not_entailment
胸部X光片上的地玻璃样不透明度是否降低了？,考虑到技术和位置的差异，与之前的研究相比，这些不透明度并无明显改变。,entailment
胆道树是否出现扩张管道？,印象：正常的右上腹部超声，未见到任何结构异常。,entailment
我们能否发现任何单侧或双侧的胸腔积液？,存在轻度的右侧胸腔积液。,not_entailment
肾脏的血流是否受到阻碍？,电阻指数升高，右肾在0.73-0.78之间，左肾在0.64-0.82之间。,entailment
左侧胸部的迷走神经刺激器是否完好无损？,印象：存在迷走神经刺激器，左侧肋骨有旧的愈合性骨折，但患有胸壁疼痛的患者无其他胸壁异常。,entailment
我们在门静脉系统中看到任何血栓/血栓吗？,在这个限制之内，门静脉中有血液流动；然而，波形并没有很好地展示出来。,entailment
胸腔内有出血的迹象吗?,存在胸椎多级退化性变化。,not_entailment
肺间质空间看起来正常吗？,胸部的PA和侧位观察：肺容量偏低，但清晰无肺实质化、胸腔积液或气胸。,entailment
肺部的影像图与前一次的X光片相比有何变化？,印象：肺部浸润比以前更为分散，但强度较弱。,entailment
我们在肺部看到任何炎症过程吗？,这是对扩散性两侧毛绒样浸润的恶化，与恶化的PCP [**姓氏首字母(PRE) 8079**]一致。,entailment
有没有胸腔积液恶化的情况？,最终报告 指标：有左下肢缺血和恶性胸腔积液的病史，现在呼吸急促症状加重。,not_entailment
有肝癌的证据吗？,在这些有限的视图上未发现明显的肝脏病变。,entailment
静脉映射完成了吗？,左侧基底静脉通畅，直径范围从0.16到0.31。,not_entailment
静脉映射完成了吗？,右侧肱皮静脉远端位于肘窝部位的部分无法看见。,not_entailment
肺实质看起来是什么样的？,在远端气管中存在依赖性物质，可能是黏液。,not_entailment
气管插管是否通畅？,评估气管插管的位置。,not_entailment
出血的大小是多少？,查询出血稳定性。,not_entailment
心脏的大小如何？,主动脉已广泛钙化。,not_entailment
气管插管的尖端应该放在哪里？,胃管卷在胃底内，左侧PICC线和左侧锁骨下血管导管仍保持在位，位置未变。,not_entailment
肺血管中是否有任何血栓？,结论：1) 无肺栓塞的证据。,entailment
超级肠系膜动脉中是否有任何阻塞？,没有脾脏肿大。,not_entailment
CT扫描上的鼻窦怎么样？,发现：检测到鼻骨有多处急性粉碎性骨折。,not_entailment
有没有任何渗出物的证据？,心脏大小可能正常，但由于中度左侧胸腔积液，心脏轮廓部分被遮挡。,entailment
哪些肺叶有浸润？,肺部容量低。,not_entailment
有肺气胸的证据吗？,也可能存在轻微的右侧胸腔积液。,not_entailment
有肺水肿的证据吗？,存在轻度心脏扩大，并且上肺区的肺血管略显突出。,entailment
冒号是如何出现的？,问题：肠道扩张。,not_entailment
右内颈静脉中心线的位置是什么？,在大肠和小肠中有适度的气体积聚。,not_entailment
肺部有任何渴望的迹象吗？,间隔中没有显著的变化。,not_entailment
新的L IJ导管放置好了吗？,心脏大小在正常范围内。,not_entailment
有肺气胸的迹象吗？,存在中位胸骨切开线。,not_entailment
在肺部有看到任何浸润性病变吗？,再次观察到弥漫性间质和肺泡浸润，基本上没有变化。,entailment
刺激迷走神经的电缆是否存在？,对迷走神经刺激器电缆进行正侧位观察评估。,not_entailment
有肺炎的任何证据吗？,对肺炎的临床怀疑。,not_entailment
下肢的静脉情况如何？,右侧头静脉部分血栓形成，右侧肘窝窝内存在血栓。,not_entailment
是否看到左侧喉返神经有任何增厚？,存在左侧内颈静脉中心静脉线。,not_entailment
右侧大隐静脉的状况如何？,发现/技术： 对右大隐静脉和右小隐静脉进行了灰阶超声检查，同时对右大隐静脉进行了彩色双工超声检查。,not_entailment
门脉血管中的血液流动情况如何？,在这个限制内，门静脉显示为开放的；然而，波形没有得到良好的评估。,entailment
左锁骨下中心线的位置是什么？,印象：1）新的左锁骨下中央静脉线，其尖端在中位的上腔静脉中。,entailment
有血栓的证据吗？,在这个限制条件下，门静脉中存在流动；然而，波形并未得到很好的展示。,entailment
在这段时间内肺炎有任何变化吗？,肺部显示出弥漫性双侧间质浸润。,entailment
肺部内有没有渗透物？,考虑到限制性低肺容量技术，没有渗出液或浸润现象。,entailment
肺炎有间隔变化吗？,自上次研究以来，浸润的强度已经减少。,entailment
NGT是否正确放置？,鼻胃管正在通过左半膈肌以下的路径行进。,entailment
肺部有任何异常吗？,存在双侧弥漫性斑片状气体不透明度和双基底肺不张。,entailment
除了空气之外，肺泡里还充满了其他东西吗？,印象：无急性心肺异常。,entailment
我们在肺部看到任何液体吗？,右上肺存在不均匀的不透明性，可能与感染过程有关。,not_entailment
现在额部血肿的大小是多少？,诊断结果：右侧额叶内脑实质内出血灶的状况稳定，测量结果大约为5.6 x 3.0厘米。,entailment
有肺炎的证据吗？,没有自由腹腔气体的证据。,not_entailment
肺部浸润是否有所减轻？,双侧间质标记持续增加，伴有两侧下区的线状和圆盘状肺不张。,entailment
有没有胸腔积液恶化的情况？,心脏大小稳定在正常上限范围内。,not_entailment
有肺炎的证据吗？,尽管有限制，肺部看起来清晰。,entailment
胸部X光下的心脏情况如何？,发现：胸部的两个视图。,not_entailment
有CHF的证据吗？,心脏和纵隔轮廓看起来正常。,entailment
NG管看起来在哪里？,印象：鼻胃管位置良好。,not_entailment
左锁骨下中心线的位置是什么？,也可见一根位于左侧的PICC，其尖端位于上部的上腔静脉。,not_entailment
肾脏的灌注情况如何？,评估肾脏的大小和流量，以及是否存在肾积水。,not_entailment
X射线上的肺炎在此期间有变化吗？,2) 扩散性双侧磨砂玻璃和肺泡混浊，与肺囊肿病相符，且未发生变化。,entailment
哪些肺叶有浸润影？,存在肺门和血管周围的朦胧感，肺纹理增多以及左右两侧的小型胸腔积液，这与心力衰竭（CHF）是一致的。,entailment
肺囊肿性肺炎有任何间隔性的改变吗？,考虑到技术上的差异，间隔中没有明显的变化。,entailment
在这段时间内，肺炎有任何变化吗？,这些在间隔期间未发生变化。,entailment
冒号是如何出现的？,存在充满空气的小肠和大肠循环，但没有扩张的肠循环。,entailment
你评估过反复喉神经的过程吗？,在左侧喉返神经的路径上没有出现大面积病变或质量效应的迹象。,entailment
GI中是否有出血的证据？,此外，没有纵隔血肿的证据。,not_entailment
肺部内是否存在渗透性病变的证据？,左心室突出，无心力衰竭的迹象。,entailment
出血的大小是多少？,在左侧丘脑的后内侧边缘，注意到另一个2毫米超密集焦点，可能是出血，周围有水肿。,not_entailment
新的L IJ导管放置好了吗？,左侧内颈静脉中心导管已经推进，末端位于上腔静脉中。,entailment
左锁骨下中心线是否在期望的位置和地点？,印象：1）新的左锁骨下中心静脉置管，尖端位于中上腔静脉中部。,entailment
肺的某些叶是否显示出崩溃的迹象？,左内颈静脉的尖端位于左锁骨下静脉中。,not_entailment
肺部是否看起来没有间质液体？,两肺底部存在持续性朦胧不透明，肺血管显著增高。,entailment
我们是否发现了任何单侧或双侧胸腔积液？,心脏大小可能正常，但心脏轮廓部分被中度左侧胸腔积液遮挡。,entailment
头部有出血情况吗？,发现：没有急性出血，肿块病变，正常中线结构的移位，脑积水或明显的大面积梗塞的证据。,entailment
还有其他的渗透者吗？,线的位置没有改变。,not_entailment
空间内的间隔是否有变化？,考虑到技术和定位的差异，与以前的研究相比，这些不透明度并没有显著改变。,entailment
肺炎有间隔性变化吗？,这些并未发生显著变化。,entailment
GI中是否有出血的证据？,存在结肠憩室症，但没有憩室炎的证据。,not_entailment
上肢的静脉状况如何？,左侧头静脉在前臂窝区部分血栓形成。,not_entailment
