question,sentence,label
Do we see any blood clots in the veins of right and left upper extremities?,Evaluation of the right cephalic vein and left basilic vein is described  in the report of [**2155-6-9**].,not_entailment
Are there any infiltrates/masses in the lung?,"Although there are low lung volumes,  there is no evidence of acute pneumonia.",entailment
Is the intracranial tissue compromised with bleeding?,FINDINGS:  There is no intracranial hemorrhage.,entailment
Is there evidence of PE?,"There  is diffuse bilateral septal thickening with regions of ground glass opacity  and passive atelectasis, predominantly at the bases.",not_entailment
How does the plueral space look like?,No pleural  effusions.,entailment
Is there any fluid between interstitial spaces in the lung?,Mild congestive heart failure.,entailment
Are there any pulmonary infiltrates?,IMPRESSION:  1)  Diffuse patchy ground-glass opacities and numerous smoothly  thickened septal lines.,entailment
Is the NGT placed correctly?,Mild CHF is noted.,not_entailment
Where is the endotracheal tube tip placed?,An ET tube terminates within 2 cm of the carina with the neck in a flexed  position.,entailment
Does the retroperitoneum appear normal after EP study?,The bladder  and prostate appear normal.,not_entailment
what is the current location of central line ?,FINAL REPORT  INDICATION:  Evaluate for central line placement.,not_entailment
How does the pulmonary infiltrate look like?,"A vague opacity in the right apex is demonstrated projecting  at the level of the anterior end of the second rib and may represent either  summation of shadows or new opacity, given the absence of this finding on the  previous radiograph.",entailment
Is the lead placed correctly?,A permanent pacemaker is present with leads terminating in the right ventricle  and right atrium.,entailment
Are there signs of retroperitoneal bleed?,IMPRESSION: 1) No evidence of retroperitoneal hematoma.,entailment
Has bleeding stabilzed?,Question stability of bleed.,not_entailment
Did the pleural effusion decrease or increase ?,Bilateral pleural effusions appear slightly increased.,entailment
How is the great saphenous vein on the right side?,Ankle brachial index on the right was 0.98.,not_entailment
Is the Vagal nerve stimulator intact on the left side of chest?,"Apparently, this  represents the vagal nerve stimulator.",not_entailment
Are the carotid blood vessels bloecked?,No evidence of  significant stenoses on either side.,entailment
How are the lungs post extubation?,IMPRESSION: Improvement in bilateral lung opacity from PCP.,entailment
Is fluid collection present?,Evaluate for fluid collection.,not_entailment
Is there obsturction of flow to the kidneys?,Evaluate for size and flow of kidneys as well as for hydronephrosis.,not_entailment
Does the heart muscle show any abnormality?,Cardiac and  mediastinal contours appear normal.,entailment
Do we see any pulmonary edema?,Pulmonary  vasculature is normal.,not_entailment
Is there any worsening in GI bleeding?,There is no significant change in the interval.,not_entailment
Was the PICC placed in the left arm?,"The catheter was then aspirated,  flushed, capped, and heplocked.",not_entailment
How are the lungs post extubation?,"There is  interval improvement in the bilateral lung opacity, most marked in the right  lung base.",entailment
What is the Endotracheal tube position?,FINAL REPORT  INDICATION:  A 60-year-old man with endotracheal tube.,not_entailment
Are there any abnormalities on left chest wall?,"As before,  evidence of healed rib fractures on the left side of [**Doctor Last Name **] 5 and 6 appear  unchanged.",entailment
Are there still infiltrates present?,There is improvement in the  consolidation that was seen on the prior film with a interstitial pattern seen  on the current one.,entailment
Was the patient able to swallow the contents in a normal way?,IMPRESSION:  Trace aspiration with thin consistencies.,entailment
Are there any defects in the bone?,The orbital regions are normal in appearance.,not_entailment
Does the patient continue to have bilateral pulmonary infiltrates ?,"Bilateral ground-glass opacities, as well as more confluent areas of  consolidation at the lung bases.",entailment
Did you find evidence of CHF?,There is  mild cardiac enlargement with some prominence of the upper lung zone  pulmonary vessels.,entailment
Is the NGT placed correctly?,Scoliosis is noted.,not_entailment
Did you find signs of infiltrate?,"IMPRESSION:   Patchy opacity in the right lower lobe, which can represent early pneumonia.",entailment
Is there any abnormal fluid filled mass in the abdomen?,There is no evidence of abscess.,not_entailment
Was there any sign of infiltrate within the lungs?,"Continued interstitial  and alveolar infiltrates, consistent with PCP.",entailment
Is there any abnormal fluid filled mass in the abdomen?,2)  No evidence of intra-abdominal abscess.,entailment
Is the Vagal nerve stimulator intact on the left side of chest?,Thin wire electrodes  are noted in the anterior chest wall and lead to electrode termination points  in the left-sided paravertebral space at level Th1 and Th2.,not_entailment
Is there an obstruction in the chest?,FINDINGS:  Dual lead pacemaker is unchanged in position.,not_entailment
Is there any abnormal fluid filled mass in the abdomen?,There is  extensive subcutanous edema.,not_entailment
Is there any sign of CAD?,Stress and resting perfusion images show no myocardial perfusion defects.,entailment
Is there any fluid between interstitial spaces in the lung?,There is cardiomegaly but no  significant change in size since prior study.,not_entailment
What does the lung parenchyma look like?,CT CHEST WITH IV CONTRAST:  There is no evidence of pulmonary embolism.,entailment
What is the condition of GSV?,The remainder of the greater saphenous vein was harvested.,not_entailment
How are the veins of the lower extremity?,FINAL REPORT  HISTORY:  Vein mapping of the lower extremities.,not_entailment
Is there evidence of acute process?,"COMPARISON:  [**0-0-0**] & [**0-0-0**]   TWO VIEWS OF THE CHEST:  Lung volumes are low, similar to that seen  previously.",entailment
Are there any new pulmonary infiltrates?,There is no pneumothorax.,not_entailment
Is there obsturction of flow to the kidneys?,RENAL ULTRASOUND:   The right kidney measures 10.3 cm.,not_entailment
IS there worsening pneumonia? ,There is extensive  bilateral air space infiltration slightly more marked on the left side.,not_entailment
Are there any signs of sub-dural or sub-arachnoid hemorrhage?,No acute intracranial hemorrhage or mass effect.,entailment
IS there signs of pneumothorax?,No pneumothorax.,entailment
Is the chest x ray clear off any effusions?,"Allowing for limited low lung volume  technique, there are no effusions or infiltrates.",entailment
Is there evidence of pulmonary edema?,FINDINGS: There has been interval removal of the pulmonary artery catheter.,not_entailment
Is there any obstruction in superior mesenteric artery?,There is a small right pleural effusion.,not_entailment
What is the rib level of chest port line?,IMPRESSION:  Left internal jugular catheter terminates in the mid SVC.,entailment
What is the placement of distal tip of right PICC?,FINDINGS:  Position of indwelling devices is described above in the  preliminary report.,not_entailment
What is the position of the left subclavian central line?,Now  with left subclavian central line placement.,not_entailment
How is the flow of bile through the biliary tree?,The gallbladder is collapsed and grossly  normal.,not_entailment
Is the Vagal nerve stimulator intact on the left side of chest?,"On the lateral view, calcifications within the aortic valve area are  identified.",not_entailment
Do we find any unilateral or bilateral pleural effusion?,IMPRESSION:  Moderate left pleural effusion unchanged.,entailment
How is the great saphenous vein on the right side?,"Questionably, there was a small patent distal portion of the right greater  saphenous vein.",not_entailment
Did the pleural effusion decrease or increase ?,Increasing bilateral pleural effusions.,entailment
Is there evidence of stenotic disease?,"IMPRESSION:  Patent celiac and SMA, there is no ultrasound evidence of  stenosis.",entailment
Is the PICC line placed in left arm?,The PICC was then advanced over the wire through the sheath.,not_entailment
What is the position of pacemaker ?,There is no  pneumothorax.,not_entailment
Where is the tip of nasogastric tube?,Nasogastric tube as described above.,not_entailment
How is the great saphenous vein on the right side?,Only a small portion of the right greater saphenous vein at the takeoff  was visualized.,entailment
Are there signs of pneumonia?,"IMPRESSION:   Marked improvement in left perihilar alveolar process with residual  well-marginated mass-like opacity, concerning for neoplasm.",entailment
Is there any active bleeding site in the GI tract?,No evidence of acute bleed.,entailment
How does the colon appear?,INDICATION:  Colonic ischemia.,not_entailment
Is there any left over fluid in the plueral cavity?,The left  costophrenic angle is not included in this study.,not_entailment
Did the interstitial opacifications progress into consolidation?,"Improving diffuse lung opacities, consistent with response of PCP to  interval therapy.",entailment
Is the dobhoff tube properly placed ?,The tip of the feeding tube is identified in the distal esophagus.,entailment
Are there any signs of infiltrate?,UPRIGHT AP VIEW OF THE CHEST:  The lungs are clear without focal opacity.,entailment
Is there evidence of any new infiltrate in the lungs?,IMPRESSION:  Improving aeration bilaterally.,entailment
Is there any abnormal fluid filled mass in the abdomen?,[**Name10 (NameIs) **] focal liver lesions are  identified.,entailment
Was the vein mapping completed?,The left cephalic vein demonstrated a filling defect in the region of the left  antecubital fossa which was consistent with a partial thrombosis.,not_entailment
Was there evidence of pneumothorax?,No evidence of  pulmonary edema or pneumonia.,not_entailment
Does the biliary tree appear to have dilated ducts?,IMPRESSION: Normal right upper quadrant ultrasound with no structural  abnormalities seen.,entailment
Do we find any unilateral or bilateral pleural effusion?,There is a minimal right pleural  effusion.,not_entailment
Is there obsturction of flow to the kidneys?,"Resistive indices are elevated, between 0.73-0.78  in the right kidney and 0.64-0.82 in the left kidney.",entailment
Is the Vagal nerve stimulator intact on the left side of chest?,"IMPRESSION:  Presence of vagal nerve stimulator, old healed rib fractures on  the left side but no other chest wall abnormalities in patient with chest wall  pain.",entailment
Do we see any thrombus/thrombii in the portal venous system?,"Within this limitation,  there is flow within the portal vein; however, waveforms were not demonstrated  well.",entailment
Is there any evidence of bleeding in the chest cavity?,There are  multilevel degenerative changes of the thoracic spine.,not_entailment
Does the pulmonary interstitial space look normal?,"PA AND LATERAL VIEWS OF THE CHEST:  Lung volumes are low, but clear without  consolidation, pleural effusion, or pneumothorax.",entailment
How has the lung picture changed from the previous x ray?,IMPRESSION:  Pulmonary infiltrate more diffuse but less intense than before.,entailment
Do we see any inflammatory process in the lungs?,There is worsening of the  diffuse bilateral fluffy infiltrates consistent with worsening PCP [**Name Initial (PRE) 8079**].,entailment
Is there any worsening of pleural effusions?,"FINAL REPORT  INDICATION:  History of left lower extremity ischemia and malignant pleural  effusions, now with increasing shortness of breath.",not_entailment
Was the vein mapping completed?,The left  basilic vein is patent with diameters ranging from 0.16 to 0.31.,not_entailment
Was the vein mapping completed?,The distal portion of the right basilic vein at the  antecubital fossa was not visualized.,not_entailment
What does the lung parenchyma look like?,"There is dependent material in the distal trachea, likely  mucus.",not_entailment
Is the Et tube patent?,Evaluate ET tube placement.,not_entailment
What is the size of hemorrhage ?,Question stability of bleed.,not_entailment
How is the heart size ?,The aorta is diffusely calcified.,not_entailment
Where is the endotracheal tube tip placed?,"A NG tube is coiled within the fundus of the stomach and a left  PICC line and left subclavian vascular catheter remain in place, unchanged in  position.",not_entailment
Are there any clots in the lung vasculature?,CONCLUSION:  1) No evidence of pulmonary embolism.,entailment
Is there any obstruction in superior mesenteric artery?,There is no splenomegaly.,not_entailment
How are the sinuses on CT scan?,FINDINGS:  Multiple acute comminuted fractures of the nasal bones are  detected.,not_entailment
Which lobes of the lungs have infiltrates ?,The lung volumes are  low.,not_entailment
Is there evidence of pneumothorax?,There is also probably a small right  pleural effusion.,not_entailment
Is there evidence of pulmonary edema?,There is  mild cardiac enlargement with some prominence of the upper lung zone  pulmonary vessels.,entailment
How does the colon appear?,Question enlarged colon.,not_entailment
What is the position of right internal jugular central line?,There is moderate accumulation  of gas in the large and small bowel.,not_entailment
Is there any sign of aspiration in the lungs?,There is no significant change in the interval.,not_entailment
Is the new L IJ cath placed?,The heart size is within normal limits.,not_entailment
Are there signs of pneumothorax?,There are median sternotomy wires.,not_entailment
Are there any infiltrates seen in the lungs ?,"Again seen are diffuse interstitial and  alveolar infiltrates, essentially unchanged.",entailment
Was the vagal nerve stimulator cable present?,AP and lateral views to assess vagal nerve stimulator cable.,not_entailment
How are the veins of the lower extremity?,Partial thrombosis of the right cephalic vein with a thrombus present in  the right antecubital fossa.,not_entailment
Is there any thickening of left recurrent laryngeal nerve seen?,Left internal jugular central venous line is present.,not_entailment
How is the great saphenous vein on the right side?,FINDINGS/TECHNIQUE:  Grayscale ultrasound of the right greater saphenous vein  and right lesser saphenous vein as well as the color duplex of the right  greater saphenous vein were performed.,not_entailment
How is the blood flow in the portal blood vessels ?,"Within this limitation, the portal vein is noted to be patent;  however, waveforms were not well evaluated.",entailment
What is the position of the left subclavian central line?,IMPRESSION:  1)  New left subclavian central venous line with tip in the mid superior vena  cava.,entailment
Is there evidence of thrombus?,"Within this limitation,  there is flow within the portal vein; however, waveforms were not demonstrated  well.",entailment
Is there any change over the interval in pneumonia?,The lungs  demonstrate diffuse bilateral interstitial infiltrates.,entailment
Was there infiltrate within the lungs?,"Allowing for limited low lung volume  technique, there are no effusions or infiltrates.",entailment
Was there interval change in pneumonia?,The intensity of the infiltrate is  reduced since the prior study.,entailment
Is the NGT placed correctly?,Nasogastric tube is coursing down below the left  hemidiaphragm.,entailment
Are the alveoli filled with anything other than air?,IMPRESSION:  No acute cardiopulmonary abnormality.,entailment
Do we see any fluid in the lungs?,There is a patchy opacity in  the right upper lung which may relate to an infectious process.,not_entailment
What is the size of frontal hematoma now?,FINDINGS:  There is a stable appearance of a right frontal intraparenchymal  hematoma measuring approximately 5.6 x 3.0 cm.,entailment
Was there evidence of pneumonia?,There is  no evidence of free intra-abdominal air.,not_entailment
Did the pulmonary infiltrates go down?,There are persistent increased interstitial  markings bilaterally with linear and discoid atelectasis in both lower zones.,entailment
Is there any worsening of pleural effusions?,The heart size is stably upper  limits of normal.,not_entailment
Was there evidence of pneumonia?,"Despite limitation, the lungs appear clear.",entailment
How is the heart on chest x ray?,FINDINGS: Two views of the chest.,not_entailment
Is there evidence of CHF?,Cardiac and  mediastinal contours appear normal.,entailment
Where does the NG tube appear to be?,IMPRESSION: NG tube in good position.,not_entailment
How well are the kidneys perfused?,Evaluate for size and flow of kidneys as well as for hydronephrosis.,not_entailment
Did the pnuemonia on the x-ray change in the interim? ,"2) Diffuse bilateral ground glass and alveolar opacities, consistent with  pneumocystis pneumonia, and unchanged.",entailment
Which lobes of the lungs have infiltrates ?,"There is perihilar and perivascular haziness, increased pulmonary  markings and small bilateral pleural effusions consistent with CHF.",entailment
Is there any interval change in the pneumocycstis pneumonia?,"Allowing for differences in technique, there is no significant change in the  interval.",entailment
Is there any change over the interval in pneumonia?,These are unchanged in the interval.,entailment
How does the colon appear?,"There are air-filled loops of small and large bowel, but  there are no distended loops.",entailment
Did you evaluate course of recurrent laryngeal nerve?,There is no sign of mass lesion or mass effect along the course of the  left recurrent laryngeal nerve.,entailment
Is there evidence of bleeding in GI?,Additionally there is no evidence of mediastinal hematoma.,not_entailment
Is there evidence of infiltrate within the lungs?,Left ventricular prominence without evidence of heart failure.,entailment
What is the size of hemorrhage ?,"An additional 2mm hyperdense  focus, possibly hemorrhage, is noted in the posteromedial margin of the left  thalamus, with surroundng edema.",not_entailment
Is the left subclavian central line in the desired position and location?,IMPRESSION:  1)  New left subclavian central venous line with tip in the mid superior vena  cava.,entailment
Does the lung shows signs of collapse in certain lobes?,The tip of a left IJ is in the left brachiocephalic vein.,not_entailment
Does the lung appear clear of interstitial fluids?,There is persistent hazy opacification of both lung bases with  elevation of the pulmonary vasculature.,entailment
Do we find any unilateral or bilateral pleural effusion?,"The heart  size is probably normal, but the cardiac silhouette is partially obscured by a  moderate left pleural effusion.",entailment
Is there bleeding seen within the head?,"FINDINGS:  No acute hemorrhage, mass lesion, shift of normally midline  structures, hydrocephalus or evidence of major territorial infarct is  apparent.",entailment
Are there any more infiltrates ?,Line positions are unchanged.,not_entailment
Is there interval change within the airpsace?,Allowing for differences in technique and positioning these  opacities do not appear significantly changed compared to prior study.,entailment
Is there interval change in pneumonia?,These are not significantly changed.,entailment
